project_id,pic,partner_role,pillar_abbr,pillar_descr,thematic_priority_abbr,signature_date,call_deadline_date,eu_contribution,legal_name,legal_short_name,legal_entity_type,country_code,legal_url,ec_contribution,net_ec_contribution,project_acronym,thematic_priority,topic_code,topic_description,participations,framework_programme,start_date,end_date,legal_basis,funding_scheme,country,re_contribution,pillar,signature_year,call_year,start_year
216408,999869114,Participant,NA,NA,NA,NA,NA,NA,Universität Innsbruck,UIBK,HES,AT,http://www.uibk.ac.at,391985,NA,SHAPE,Information and Communication Technologies,ICT-2007.1.2,"Service and software architectures, infrastructures and engineering",8,FP7,2007-12-01,2010-06-30,FP7-ICT,CP,Austria,391985,NA,NA,NA,2007
216408,999600327,Participant,NA,NA,NA,NA,NA,NA,SEMANTIC TECHNOLOGY INSTITUTE INTERNATIONAL,STI2,REC,AT,NA,0,NA,SHAPE,Information and Communication Technologies,ICT-2007.1.2,"Service and software architectures, infrastructures and engineering",8,FP7,2007-12-01,2010-06-30,FP7-ICT,CP,Austria,0,NA,NA,NA,2007
211108,999978142,Coordinator,NA,NA,NA,NA,NA,NA,"NATIONAL TECHNICAL UNIVERSITY OF ATHENS - NTUA",NTUA,HES,EL,http://www.ntua.gr,100000,NA,FLADAR,Marie-Curie Actions,PEOPLE-2007-4-3.IRG,Marie Curie Action: International Reintegration Grants,1,FP7,2007-09-01,2011-08-31,FP7-PEOPLE,MC-IRG,Greece,100000,NA,NA,NA,2007
200288,999964368,Participant,NA,NA,NA,NA,NA,NA,SOPAB BREST SA,Océanopolis,PRC,FR,http://www.oceanopolis.com,10559,NA,ATLANTIC,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,8,FP7,2007-05-01,2007-11-30,FP7-PEOPLE,CSA-SA,France,10559,NA,NA,NA,2007
200288,999925083,Participant,NA,NA,NA,NA,NA,NA,Espace des Sciences,EdS,PRC,FR,http://www.espace-sciences.org/,6420,NA,ATLANTIC,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,8,FP7,2007-05-01,2007-11-30,FP7-PEOPLE,CSA-SA,France,6420,NA,NA,NA,2007
200288,999811011,Coordinator,NA,NA,NA,NA,NA,NA,UNIVERSITE D'ANGERS,UA,HES,FR,http://www.univ-angers.fr,9364,NA,ATLANTIC,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,8,FP7,2007-05-01,2007-11-30,FP7-PEOPLE,CSA-SA,France,9364,NA,NA,NA,2007
200288,999966017,Participant,NA,NA,NA,NA,NA,NA,ASSOCIATION CAP SCIENCES-CENTRE DE CULTURE SCIENTIFIQUE TECHNIQUE ET INDUSTRIELLE BORDEAUX-AQUITAINE,CAP SCIENCES CCSTI BORDEAUX AQUITAINE,OTH,FR,www.cap-sciences.net,6740,NA,ATLANTIC,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,8,FP7,2007-05-01,2007-11-30,FP7-PEOPLE,CSA-SA,France,6740,NA,NA,NA,2007
200288,999955541,Participant,NA,NA,NA,NA,NA,NA,INSERM TRANSFERT SA,IT,PRC,FR,http://www.inserm-transfert.fr,12100,NA,ATLANTIC,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,8,FP7,2007-05-01,2007-11-30,FP7-PEOPLE,CSA-SA,France,12100,NA,NA,NA,2007
200288,999956220,Participant,NA,NA,NA,NA,NA,NA,UNIVERSITE RENNES II,RENNES 2,HES,FR,http://www.uhb.fr,6815,NA,ATLANTIC,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,8,FP7,2007-05-01,2007-11-30,FP7-PEOPLE,CSA-SA,France,6815,NA,NA,NA,2007
200288,999854176,Participant,NA,NA,NA,NA,NA,NA,UNIVERSITE DE NANTES,UNIVERSITE DE NANTES,HES,FR,http://www.univ-nantes.fr,8682,NA,ATLANTIC,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,8,FP7,2007-05-01,2007-11-30,FP7-PEOPLE,CSA-SA,France,8682,NA,NA,NA,2007
200288,999858541,Participant,NA,NA,NA,NA,NA,NA,Université de Rennes 1,U936,HES,FR,http://www.univ-rennes1.fr,11320,NA,ATLANTIC,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,8,FP7,2007-05-01,2007-11-30,FP7-PEOPLE,CSA-SA,France,11320,NA,NA,NA,2007
213599,999547074,Participant,NA,NA,NA,NA,NA,NA,INSTITUT NATIONAL DE RECHERCHE EN INFORMATIQUE ET AUTOMATIQUE,INRIA,REC,FR,http://www.inria.fr,27299.98,NA,AEROCHINA2,Transport (including Aeronautics),AAT-2007-7.0-07,Stimulating Research with International Cooperation Partner Countries,14,FP7,2007-10-01,2009-12-31,FP7-TRANSPORT,CSA-SA,France,27299.98,NA,NA,NA,2007
213599,999627875,Participant,NA,NA,NA,NA,NA,NA,TOTALFORSVARETS FORSKNINGSINSTITUT,FOI,REC,SE,http://www.foi.se,16300,NA,AEROCHINA2,Transport (including Aeronautics),AAT-2007-7.0-07,Stimulating Research with International Cooperation Partner Countries,14,FP7,2007-10-01,2009-12-31,FP7-TRANSPORT,CSA-SA,Sweden,16300,NA,NA,NA,2007
213599,999976881,Participant,NA,NA,NA,NA,NA,NA,THE UNIVERSITY OF SHEFFIELD,USFD,HES,UK,http://www.shef.ac.uk,27299.98,NA,AEROCHINA2,Transport (including Aeronautics),AAT-2007-7.0-07,Stimulating Research with International Cooperation Partner Countries,14,FP7,2007-10-01,2009-12-31,FP7-TRANSPORT,CSA-SA,United Kingdom,27299.98,NA,NA,NA,2007
213599,999552312,Participant,NA,NA,NA,NA,NA,NA,CHINESE AERONAUTICAL ESTABLISHMENT,CAE,REC,CN,NA,175500,NA,AEROCHINA2,Transport (including Aeronautics),AAT-2007-7.0-07,Stimulating Research with International Cooperation Partner Countries,14,FP7,2007-10-01,2009-12-31,FP7-TRANSPORT,CSA-SA,China,175500,NA,NA,NA,2007
213599,999907526,Participant,NA,NA,NA,NA,NA,NA,THE UNIVERSITY OF BIRMINGHAM,UoB,HES,UK,http://www.bham.ac.uk,27299.98,NA,AEROCHINA2,Transport (including Aeronautics),AAT-2007-7.0-07,Stimulating Research with International Cooperation Partner Countries,14,FP7,2007-10-01,2009-12-31,FP7-TRANSPORT,CSA-SA,United Kingdom,27299.98,NA,NA,NA,2007
213599,999981731,Participant,NA,NA,NA,NA,NA,NA,DEUTSCHES ZENTRUM FUR LUFT - UND RAUMFAHRT EV,DLR,REC,DE,http://www.dlr.de,16740,NA,AEROCHINA2,Transport (including Aeronautics),AAT-2007-7.0-07,Stimulating Research with International Cooperation Partner Countries,14,FP7,2007-10-01,2009-12-31,FP7-TRANSPORT,CSA-SA,Germany,16740,NA,NA,NA,2007
213599,999980082,Participant,NA,NA,NA,NA,NA,NA,Airbus Group SAS,EADS IW F,PRC,FR,http://www.airbusgroup.com,27299.98,NA,AEROCHINA2,Transport (including Aeronautics),AAT-2007-7.0-07,Stimulating Research with International Cooperation Partner Countries,14,FP7,2007-10-01,2009-12-31,FP7-TRANSPORT,CSA-SA,France,27299.98,NA,NA,NA,2007
213599,999793745,Participant,NA,NA,NA,NA,NA,NA,INGENIERIA AERONAUTICA INGENIA-AIE,INGENIA,OTH,ES,www.ingenia.aero,16300,NA,AEROCHINA2,Transport (including Aeronautics),AAT-2007-7.0-07,Stimulating Research with International Cooperation Partner Countries,14,FP7,2007-10-01,2009-12-31,FP7-TRANSPORT,CSA-SA,Spain,16300,NA,NA,NA,2007
213599,999454439,Participant,NA,NA,NA,NA,NA,NA,INSTYTUT PODSTAWOWYCH PROBLEMOW TECHNIKI POLSKIEJ AKADEMII NAUK,IPPT PAN,REC,PL,http://www.ippt.gov.pl,16300,NA,AEROCHINA2,Transport (including Aeronautics),AAT-2007-7.0-07,Stimulating Research with International Cooperation Partner Countries,14,FP7,2007-10-01,2009-12-31,FP7-TRANSPORT,CSA-SA,Poland,16300,NA,NA,NA,2007
213599,999944095,Participant,NA,NA,NA,NA,NA,NA,AIRBUS OPERATIONS SL,Airbus Operations,PRC,ES,http://www.airbus.com,17550,NA,AEROCHINA2,Transport (including Aeronautics),AAT-2007-7.0-07,Stimulating Research with International Cooperation Partner Countries,14,FP7,2007-10-01,2009-12-31,FP7-TRANSPORT,CSA-SA,Spain,17550,NA,NA,NA,2007
213599,999883567,Participant,NA,NA,NA,NA,NA,NA,UNIVERSITE DE PROVENCE,UP,HES,FR,NA,27299.98,NA,AEROCHINA2,Transport (including Aeronautics),AAT-2007-7.0-07,Stimulating Research with International Cooperation Partner Countries,14,FP7,2007-10-01,2009-12-31,FP7-TRANSPORT,CSA-SA,France,27299.98,NA,NA,NA,2007
213599,999944774,Participant,NA,NA,NA,NA,NA,NA,ALENIA AERMACCHI SPA,ALA,PRC,IT,http://www.aleniaaermacchi.it,17550,NA,AEROCHINA2,Transport (including Aeronautics),AAT-2007-7.0-07,Stimulating Research with International Cooperation Partner Countries,14,FP7,2007-10-01,2009-12-31,FP7-TRANSPORT,CSA-SA,Italy,17550,NA,NA,NA,2007
213599,999658721,Coordinator,NA,NA,NA,NA,NA,NA,CENTRE INTERNACIONAL DE METODES NUMERICS EN ENGINYERIA,CIMNE-CERCA,REC,ES,http://www.cimne.com,59960.12,NA,AEROCHINA2,Transport (including Aeronautics),AAT-2007-7.0-07,Stimulating Research with International Cooperation Partner Countries,14,FP7,2007-10-01,2009-12-31,FP7-TRANSPORT,CSA-SA,Spain,59960.12,NA,NA,NA,2007
213599,998755942,Participant,NA,NA,NA,NA,NA,NA,NUMERICAL MECHANICS APPLICATIONS INTERNATIONAL SA,NUMECA,PRC,BE,http://www.numeca.com,27299.98,NA,AEROCHINA2,Transport (including Aeronautics),AAT-2007-7.0-07,Stimulating Research with International Cooperation Partner Countries,14,FP7,2007-10-01,2009-12-31,FP7-TRANSPORT,CSA-SA,Belgium,27299.98,NA,NA,NA,2007
200187,999643007,Coordinator,NA,NA,NA,NA,NA,NA,ETHNIKO KAI KAPODISTRIAKO PANEPISTIMIO ATHINON,NKUA,HES,EL,http://www.uoa.gr,32610,NA,RADE,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,2,FP7,2007-06-01,2007-11-30,FP7-PEOPLE,CSA-SA,Greece,32610,NA,NA,NA,2007
200187,999799274,Participant,NA,NA,NA,NA,NA,NA,HELLENIC OCEANOGRAPHERS ASSOCIATION,HOA,PRC,EL,www.oceanographers.gr,32610,NA,RADE,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,2,FP7,2007-06-01,2007-11-30,FP7-PEOPLE,CSA-SA,Greece,32610,NA,NA,NA,2007
200238,999966114,Participant,NA,NA,NA,NA,NA,NA,EUROPEAN COMPANY FOR HYDROGEN TECHNOLOGIES SARL,CETH,PRC,FR,www.ceth.fr,1450,NA,IDFFERN,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,7,FP7,2007-06-01,2008-02-29,FP7-PEOPLE,CSA-SA,France,1450,NA,NA,NA,2007
200238,999934007,Participant,NA,NA,NA,NA,NA,NA,RESEAU DES BARS DES SCIENCES FRANCILIENS,BDS,PRC,FR,www.reseau-bds.com,35000,NA,IDFFERN,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,7,FP7,2007-06-01,2008-02-29,FP7-PEOPLE,CSA-SA,France,35000,NA,NA,NA,2007
200238,999551051,Coordinator,NA,NA,NA,NA,NA,NA,Région Ile-de-France,CRIF,PUB,FR,www.iledefrance.fr,1250,NA,IDFFERN,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,7,FP7,2007-06-01,2008-02-29,FP7-PEOPLE,CSA-SA,France,1250,NA,NA,NA,2007
200238,999954280,Participant,NA,NA,NA,NA,NA,NA,Association Savoir Apprendre,XDOME,PRC,FR,http://www.exploradome.com,3600,NA,IDFFERN,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,7,FP7,2007-06-01,2008-02-29,FP7-PEOPLE,CSA-SA,France,3600,NA,NA,NA,2007
200238,999534076,Participant,NA,NA,NA,NA,NA,NA,CITE INTERNATIONALE UNIVERSITAIRE DE PARIS,CIUP,PUB,FR,www.ciup.fr,10000,NA,IDFFERN,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,7,FP7,2007-06-01,2008-02-29,FP7-PEOPLE,CSA-SA,France,10000,NA,NA,NA,2007
200238,999997930,Participant,NA,NA,NA,NA,NA,NA,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,CNRS,REC,FR,http://www.cnrs.fr,NA,NA,IDFFERN,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,7,FP7,2007-06-01,2008-02-29,FP7-PEOPLE,CSA-SA,France,NA,NA,NA,NA,2007
200238,975614652,Participant,NA,NA,NA,NA,NA,NA,Association Les Petits Débrouillards Ile-de-France,APDIDF,PRC,FR,www.lespetitsdebrouillards-idf.org,3700,NA,IDFFERN,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,7,FP7,2007-06-01,2008-02-29,FP7-PEOPLE,CSA-SA,France,3700,NA,NA,NA,2007
206675,999991722,Coordinator,NA,NA,NA,NA,NA,NA,AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS,CSIC,REC,ES,http://www.csic.es,45000,NA,GAGSYNTHESISPEG,Marie-Curie Actions,PEOPLE-2007-2-2.ERG,Marie Curie Action: European Reintegration Grants,1,FP7,2007-09-01,2010-08-31,FP7-PEOPLE,MC-ERG,Spain,45000,NA,NA,NA,2007
208858,999993468,Coordinator,NA,NA,NA,NA,NA,NA,"IMPERIAL COLLEGE OF SCIENCE, TECHNOLOGY AND MEDICINE",IC,HES,UK,http://www.imperial.ac.uk,100000,NA,UMDNAS,Marie-Curie Actions,PEOPLE-2007-4-3.IRG,Marie Curie Action: International Reintegration Grants,1,FP7,2007-09-03,2011-09-02,FP7-PEOPLE,MC-IRG,United Kingdom,100000,NA,NA,NA,2007
209789,999451626,Coordinator,NA,NA,NA,NA,NA,NA,CENTRUM VYZKUMU GLOBALNI ZMENY AV CR VVI,CVGZ,REC,CZ,http://www.czechglobe.cz,75000,NA,MEMSENSORS,Marie-Curie Actions,PEOPLE-2007-4-3.IRG,Marie Curie Action: International Reintegration Grants,1,FP7,2007-09-01,2010-08-31,FP7-PEOPLE,MC-IRG,Czechia,75000,NA,NA,NA,2007
200179,999547850,Coordinator,NA,NA,NA,NA,NA,NA,FUNDACION CENTRO NACIONAL DE INVESTIGACIONES ONCOLOGICAS CARLOS III,CNIO,REC,ES,http://www.cnio.es,30000,NA,RAS:EFFECTORS,Marie-Curie Actions,PEOPLE-2007-2-2.ERG,Marie Curie Action: European Reintegration Grants,1,FP7,2007-09-01,2009-08-31,FP7-PEOPLE,MC-ERG,Spain,30000,NA,NA,NA,2007
203703,999914801,Coordinator,NA,NA,NA,NA,NA,NA,ACADEMISCH ZIEKENHUIS GRONINGEN,UNIVERSITAIR MEDISCH CENTRUM GRONINGEN,HES,NL,http://www.umcg.nl,100000,NA,PROBES FOR CLEM,Marie-Curie Actions,PEOPLE-2007-4-3.IRG,Marie Curie Action: International Reintegration Grants,1,FP7,2007-10-01,2011-09-30,FP7-PEOPLE,MC-IRG,Netherlands,100000,NA,NA,NA,2007
216736,998851293,Participant,NA,NA,NA,NA,NA,NA,INCONTEC GMBH,ICT,PRC,DE,www.incontec.de,474720,NA,SHAMAN,Information and Communication Technologies,ICT-2007.4.1,Digital libraries and technology-enhanced learning,18,FP7,2007-12-01,2011-11-30,FP7-ICT,CP,Germany,474720,NA,NA,NA,2007
216736,999873285,Participant,NA,NA,NA,NA,NA,NA,OTTO-VON-GUERICKE-UNIVERSITAET MAGDEBURG,OvGU,HES,DE,http://www.ovgu.de,301322,NA,SHAMAN,Information and Communication Technologies,ICT-2007.4.1,Digital libraries and technology-enhanced learning,18,FP7,2007-12-01,2011-11-30,FP7-ICT,CP,Germany,301322,NA,NA,NA,2007
216736,999586747,Participant,NA,NA,NA,NA,NA,NA,DEUTSCHE NATIONALBIBLIOTHEK,DNB,REC,DE,NA,311127,NA,SHAMAN,Information and Communication Technologies,ICT-2007.4.1,Digital libraries and technology-enhanced learning,18,FP7,2007-12-01,2011-11-30,FP7-ICT,CP,Germany,311127,NA,NA,NA,2007
216736,999795685,Coordinator,NA,NA,NA,NA,NA,NA,INMARK ESTUDIOS Y ESTRATEGIAS SA,INMARK,PRC,ES,NA,940515,NA,SHAMAN,Information and Communication Technologies,ICT-2007.4.1,Digital libraries and technology-enhanced learning,18,FP7,2007-12-01,2011-11-30,FP7-ICT,CP,Spain,940515,NA,NA,NA,2007
216736,999610609,Participant,NA,NA,NA,NA,NA,NA,FERNUNIVERSITAT IN HAGEN,FERNUNI,HES,DE,NA,1136680,NA,SHAMAN,Information and Communication Technologies,ICT-2007.4.1,Digital libraries and technology-enhanced learning,18,FP7,2007-12-01,2011-11-30,FP7-ICT,CP,Germany,1136680,NA,NA,NA,2007
216736,999938178,Participant,NA,NA,NA,NA,NA,NA,XEROX,XRCE,PRC,FR,http://www.xerox.com,1125025,NA,SHAMAN,Information and Communication Technologies,ICT-2007.4.1,Digital libraries and technology-enhanced learning,18,FP7,2007-12-01,2011-11-30,FP7-ICT,CP,France,1125025,NA,NA,NA,2007
216736,999845640,Participant,NA,NA,NA,NA,NA,NA,GEORG-AUGUST-UNIVERSITAT GOTTINGEN STIFTUNG OFFENTLICHEN RECHTS,UGOE,HES,DE,http://www.uni-goettingen.de,272880,NA,SHAMAN,Information and Communication Technologies,ICT-2007.4.1,Digital libraries and technology-enhanced learning,18,FP7,2007-12-01,2011-11-30,FP7-ICT,CP,Germany,272880,NA,NA,NA,2007
216736,999778807,Participant,NA,NA,NA,NA,NA,NA,PHILIPS CONSUMER LIFESTYLE BV,PCL,PRC,NL,www.philips.com,383985,NA,SHAMAN,Information and Communication Technologies,ICT-2007.4.1,Digital libraries and technology-enhanced learning,18,FP7,2007-12-01,2011-11-30,FP7-ICT,CP,Netherlands,383985,NA,NA,NA,2007
216736,999702565,Participant,NA,NA,NA,NA,NA,NA,GLOBIT-GLOBALE INFORMATIONSTECHNIKGMBH,GLOBIT,PRC,DE,NA,505080,NA,SHAMAN,Information and Communication Technologies,ICT-2007.4.1,Digital libraries and technology-enhanced learning,18,FP7,2007-12-01,2011-11-30,FP7-ICT,CP,Germany,505080,NA,NA,NA,2007
216736,999887447,Participant,NA,NA,NA,NA,NA,NA,HOEGSKOLAN I BORAS,HB,HES,SE,www.hb.se,533609,NA,SHAMAN,Information and Communication Technologies,ICT-2007.4.1,Digital libraries and technology-enhanced learning,18,FP7,2007-12-01,2011-11-30,FP7-ICT,CP,Sweden,533609,NA,NA,NA,2007
216736,999467340,Participant,NA,NA,NA,NA,NA,NA,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,UC,HES,US,http://www.universityofcalifornia.edu/,0,NA,SHAMAN,Information and Communication Technologies,ICT-2007.4.1,Digital libraries and technology-enhanced learning,18,FP7,2007-12-01,2011-11-30,FP7-ICT,CP,United States,0,NA,NA,NA,2007
216736,999980567,Participant,NA,NA,NA,NA,NA,NA,THE UNIVERSITY OF LIVERPOOL,UniLiv,HES,UK,http://www.liverpool.ac.uk,816880,NA,SHAMAN,Information and Communication Technologies,ICT-2007.4.1,Digital libraries and technology-enhanced learning,18,FP7,2007-12-01,2011-11-30,FP7-ICT,CP,United Kingdom,816880,NA,NA,NA,2007
216736,999575107,Participant,NA,NA,NA,NA,NA,NA,VLAAMSE GEWEST,VL O,PUB,BE,NA,0,NA,SHAMAN,Information and Communication Technologies,ICT-2007.4.1,Digital libraries and technology-enhanced learning,18,FP7,2007-12-01,2011-11-30,FP7-ICT,CP,Belgium,0,NA,NA,NA,2007
216736,999613325,Participant,NA,NA,NA,NA,NA,NA,"INESC ID - INSTITUTO DE ENGENHARIADE SISTEMAS E COMPUTADORES, INVESTIGACAO E DESENVOLVIMENTO EM LISBOA",INESC ID,REC,PT,http://www.inesc-id.pt,326112,NA,SHAMAN,Information and Communication Technologies,ICT-2007.4.1,Digital libraries and technology-enhanced learning,18,FP7,2007-12-01,2011-11-30,FP7-ICT,CP,Portugal,326112,NA,NA,NA,2007
216736,999974165,Participant,NA,NA,NA,NA,NA,NA,UNIVERSITY OF GLASGOW,GLG,HES,UK,http://www.gla.ac.uk,312900,NA,SHAMAN,Information and Communication Technologies,ICT-2007.4.1,Digital libraries and technology-enhanced learning,18,FP7,2007-12-01,2011-11-30,FP7-ICT,CP,United Kingdom,312900,NA,NA,NA,2007
216736,999668906,Participant,NA,NA,NA,NA,NA,NA,INDUSTRIOUS MEDIA LIMITED,IM,PRC,UK,NA,470220,NA,SHAMAN,Information and Communication Technologies,ICT-2007.4.1,Digital libraries and technology-enhanced learning,18,FP7,2007-12-01,2011-11-30,FP7-ICT,CP,United Kingdom,470220,NA,NA,NA,2007
216736,999598969,Participant,NA,NA,NA,NA,NA,NA,THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ILLINOIS,UNIVERSITY OF ILLINOIS,HES,US,NA,0,NA,SHAMAN,Information and Communication Technologies,ICT-2007.4.1,Digital libraries and technology-enhanced learning,18,FP7,2007-12-01,2011-11-30,FP7-ICT,CP,United States,0,NA,NA,NA,2007
216736,999974068,Participant,NA,NA,NA,NA,NA,NA,UNIVERSITY OF STRATHCLYDE,USTRA,HES,UK,http://www.strath.ac.uk,487240,NA,SHAMAN,Information and Communication Technologies,ICT-2007.4.1,Digital libraries and technology-enhanced learning,18,FP7,2007-12-01,2011-11-30,FP7-ICT,CP,United Kingdom,487240,NA,NA,NA,2007
209205,999979306,Coordinator,NA,NA,NA,NA,NA,NA,WEIZMANN INSTITUTE OF SCIENCE,Weizmann,HES,IL,http://www.weizmann.ac.il,100000,NA,ISP,Marie-Curie Actions,PEOPLE-2007-4-3.IRG,Marie Curie Action: International Reintegration Grants,1,FP7,2007-09-03,2011-09-02,FP7-PEOPLE,MC-IRG,Israel,100000,NA,NA,NA,2007
215330,999646790,Participant,NA,NA,NA,NA,NA,NA,INSTITUTE FOR INFOCOMM RESEARCH,I2R,REC,SG,NA,44000,NA,SEACOOP,Information and Communication Technologies,ICT-2007.9.1,International cooperation,8,FP7,2007-10-01,2009-03-31,FP7-ICT,CSA,Singapore,44000,NA,NA,NA,2007
215330,999630688,Participant,NA,NA,NA,NA,NA,NA,ADVANCED SCIENCE AND TECHNOLOGY INSTITUTE,ASTI,REC,PH,NA,44000,NA,SEACOOP,Information and Communication Technologies,ICT-2007.9.1,International cooperation,8,FP7,2007-10-01,2009-03-31,FP7-ICT,CSA,Philippines,44000,NA,NA,NA,2007
215330,999581703,Participant,NA,NA,NA,NA,NA,NA,"NATIONAL COUNCIL FOR SCIENCE AND TECHNOLOGY POLICY",NCSTP,REC,VN,NA,52000,NA,SEACOOP,Information and Communication Technologies,ICT-2007.9.1,International cooperation,8,FP7,2007-10-01,2009-03-31,FP7-ICT,CSA,Vietnam,52000,NA,NA,NA,2007
215330,999575883,Participant,NA,NA,NA,NA,NA,NA,MIMOS BERHAD,MIMOS,REC,MY,NA,44000,NA,SEACOOP,Information and Communication Technologies,ICT-2007.9.1,International cooperation,8,FP7,2007-10-01,2009-03-31,FP7-ICT,CSA,Malaysia,44000,NA,NA,NA,2007
215330,999657266,Participant,NA,NA,NA,NA,NA,NA,"NATIONAL SCIENCE & TECHNOLOGY DEVELOPMENT AGENCY",NSTDA,REC,TH,NA,44000,NA,SEACOOP,Information and Communication Technologies,ICT-2007.9.1,International cooperation,8,FP7,2007-10-01,2009-03-31,FP7-ICT,CSA,Thailand,44000,NA,NA,NA,2007
215330,999629233,Participant,NA,NA,NA,NA,NA,NA,BADAN PENGKAJIAN DAN PENERAPAN TEKNOLOGI,BPPT,PUB,ID,NA,44000,NA,SEACOOP,Information and Communication Technologies,ICT-2007.9.1,International cooperation,8,FP7,2007-10-01,2009-03-31,FP7-ICT,CSA,Indonesia,44000,NA,NA,NA,2007
215330,999792096,Coordinator,NA,NA,NA,NA,NA,NA,SIGMA ORIONIS SA,SIGMA,PRC,FR,http://www.sigma-orionis.com,260000,NA,SEACOOP,Information and Communication Technologies,ICT-2007.9.1,International cooperation,8,FP7,2007-10-01,2009-03-31,FP7-ICT,CSA,France,260000,NA,NA,NA,2007
215330,999639321,Participant,NA,NA,NA,NA,NA,NA,THE NATIONAL INFORMATION COMMUNICATION TECHNOLOGY DEVELOPMENT AUTHORITY,NIDA,PUB,KH,NA,52000,NA,SEACOOP,Information and Communication Technologies,ICT-2007.9.1,International cooperation,8,FP7,2007-10-01,2009-03-31,FP7-ICT,CSA,Cambodia,52000,NA,NA,NA,2007
200250,999547268,Coordinator,NA,NA,NA,NA,NA,NA,RANNSOKNAMIDSTOD ISLANDS,RANNIS,PUB,IS,http://www.rannis.is,70000,NA,VAKA2007,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,1,FP7,2007-07-01,2007-11-30,FP7-PEOPLE,CSA-SA,Iceland,70000,NA,NA,NA,2007
200194,999572294,Coordinator,NA,NA,NA,NA,NA,NA,UNIWERSYTET WARSZAWSKI,UNIWARSAW,HES,PL,http://www.uw.edu.pl,60000,NA,F2F,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,1,FP7,2007-06-01,2007-11-30,FP7-PEOPLE,CSA-SA,Poland,60000,NA,NA,NA,2007
209797,999901609,Coordinator,NA,NA,NA,NA,NA,NA,TEL AVIV UNIVERSITY,TAU,HES,IL,http://www.tau.ac.il/,50000,NA,ECOMMERCE NETWORKS,Marie-Curie Actions,PEOPLE-2007-4-3.IRG,Marie Curie Action: International Reintegration Grants,1,FP7,2007-10-01,2009-09-30,FP7-PEOPLE,MC-IRG,Israel,50000,NA,NA,NA,2007
205129,999975038,Coordinator,NA,NA,NA,NA,NA,NA,THE HEBREW UNIVERSITY OF JERUSALEM,THE HEBREW UNIVERSITY OF JERUSALEM,HES,IL,http://www.huji.ac.il,100000,NA,MODELING SENESCENCE,Marie-Curie Actions,PEOPLE-2007-4-3.IRG,Marie Curie Action: International Reintegration Grants,1,FP7,2007-12-01,2011-11-30,FP7-PEOPLE,MC-IRG,Israel,100000,NA,NA,NA,2007
210118,999881530,Coordinator,NA,NA,NA,NA,NA,NA,MAELARDALENS HOEGSKOLA,MDU,HES,SE,http://www.mdh.se,100000,NA,ABV,Marie-Curie Actions,PEOPLE-2007-4-3.IRG,Marie Curie Action: International Reintegration Grants,1,FP7,2007-09-01,2012-08-31,FP7-PEOPLE,MC-IRG,Sweden,100000,NA,NA,NA,2007
211549,999484121,Coordinator,NA,NA,NA,NA,NA,NA,INSTALLATION EUROPEENNE DE RAYONNEMENT SYNCHROTRON,ESRF,REC,FR,http://www.esrf.fr,4999999,NA,ESRFUP,Research Infrastructures,INFRA-2007-2.2-01,Preparatory phase for the projects in the 2006 ESFRI Roadmap,1,FP7,2007-10-15,2011-10-14,FP7-INFRASTRUCTURES,CP-CSA-Infra,France,4999999,NA,NA,NA,2007
